startTime,endTime,type,subtype,source,assetExternalIds,WORKPACKAGE_NOOFWORKORDERS,WORKPACKAGE_STATUS,WORKPACKAGE_WOSUMESTIMATE,WORKPACKAGE_WOSUMREMAINING,WORKPACKAGE_PERCENTAGEPROGRESS,WORKPACKAGE_SCHEDULEDFINISH,WORKPACKAGE_SCHEDULEDSTART,WORKPACKAGE_WOEARLIESTSCHEDU,MODPROJECT_NUMBER,WORKPACKAGE_NUMBER,ITEMNAMES,WORKORDERNUMBERS,WORKPACKAGE_TISLOCATIONCODE,WORKPACKAGE_TISLOCATIONNAME,WORKPACKAGE_STATUSISCANCELLED,WORKPACKAGE_STATUSISCOMPLETED,WORKPACKAGE_STATUSDESC,MODPROJECT_TITLE,WORKPACKAGE_NAME,WORKPACKAGE_DESC,source,sourceId
1222732800000.0,1233273600000.0,Workpackage,VAL,akerbp-cdp,WMT:VAL,7,600,347,0,100,2009-01-30T00:00:00,2008-05-13T07:00:00,2008-09-30T00:00:00,AFA-003582,WPG-003574,"VAL,B00","MAO-009891,MAO-009852,MAO-009912,MAO-010405,MAO-010197,MAO-010196,MAO-009951",VAL,Valhall plattform,NO,YES,"Lukket, as-built ferdig","PRØVETAKING DP, ENDRING AV EKSISTERENDE MANIFOLD (DP)","SAMPLING *** DP, *** OF *** ***",*** *** stk prøve *** for *** *** DP. Montere *** *** ventiler på alle prøve *** som er *** drift (ca *** stk) og legge opp *** (***/*** ***. Rør) for alle *** prøve *** for *** *** *** til ***. AFA bør kunne utføres som *** ***.,akerbp-cdp,5105193734643178
1222732800000.0,1233273600000.0,Workpackage,VAL,akerbp-cdp,WMT:VAL,7,600,347,0,100,2009-01-30T00:00:00,2008-05-13T07:00:00,2008-09-30T00:00:00,AFA-003582,WPG-003574,"VAL,B00","MAO-009891,MAO-009852,MAO-009912,MAO-010405,MAO-010197,MAO-010196,MAO-009951",VAL,Valhall plattform,NO,YES,"Lukket, as-built ferdig","PRØVETAKING DP, ENDRING AV EKSISTERENDE MANIFOLD (DP)","SAMPLING *** DP, *** OF *** ***",*** *** stk prøve *** for *** *** DP. Montere *** *** ventiler på alle prøve *** som er *** drift (ca *** stk) og legge opp *** (***/*** ***. Rør) for alle *** prøve *** for *** *** *** til ***. AFA bør kunne utføres som *** ***.,akerbp-cdp,5744119642450306
1222732800000.0,1233273600000.0,Workpackage,VAL,akerbp-cdp,WMT:VAL,7,600,347,0,100,2009-01-30T00:00:00,2008-05-13T07:00:00,2008-09-30T00:00:00,AFA-003582,WPG-003574,"VAL,B00","MAO-009891,MAO-009852,MAO-009912,MAO-010405,MAO-010197,MAO-010196,MAO-009951",VAL,Valhall plattform,NO,YES,"Lukket, as-built ferdig","PRØVETAKING DP, ENDRING AV EKSISTERENDE MANIFOLD (DP)","SAMPLING *** DP, *** OF *** ***",*** *** stk prøve *** for *** *** DP. Montere *** *** ventiler på alle prøve *** som er *** drift (ca *** stk) og legge opp *** (***/*** ***. Rør) for alle *** prøve *** for *** *** *** til ***. AFA bør kunne utføres som *** ***.,akerbp-cdp,5105193734643178
1351209600000.0,1351641600000.0,Workpackage,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,7,200,168,74,56,2012-10-31T00:00:00,2012-10-01T07:00:00,2012-10-26T00:00:00,,WPG-005664,"00,16-PV-94221B,16-PV-94221B,84-TV-93286B,84-TV-93286B,84-TV-93286A,84-TV-93286A,84-TV-93233,84-TV-93233,84-PV-93236,84-PV-93236,84-FV-93477B,84-FV-93477B,84-FV-93477A,84-FV-93477A,84-FV-93207B,84-FV-93207B,84-FV-93207A,84-FV-93207A,83-FV-93901,83-FV-93901,80-PV-93888,80-PV-93888,80-FV-94205C,80-FV-94205C,80-FV-93187B,80-FV-93187B,80-FV-93187A,80-FV-93187A,47-FV-93753B,47-FV-93753B,47-FV-93753A,47-FV-93753A,47-FV-93730B,47-FV-93730B,47-FV-93730A,47-FV-93730A,46-PV-93712,46-PV-93712,45-TV-93154,45-TV-93154,45-TV-92704,45-TV-92704,45-PV-93242B,45-PV-93242B,45-PV-93242A,45-PV-93242A,45-PV-93241B,45-PV-93241B,45-PV-93241A,45-PV-93241A,45-PDV-93291,45-PDV-93291,45-FV-93290,45-FV-93290,45-FV-93267B,45-FV-93267B,45-FV-93267A,45-FV-93267A,45-FV-92114B,45-FV-92114B,45-FV-92114A,45-FV-92114A,42-PV-93862,42-PV-93862,42-PV-93852,42-PV-93852,42-PV-93842,42-PV-93842,42-PV-93832,42-PV-93832,40-FV-93520,40-FV-93520,32-LV-95810B,32-LV-95810B,31-PV-93455,31-PV-93455,31-PV-93425,31-PV-93425,27-TV-93004B,27-TV-93004B,27-PV-96453,27-PV-96453,27-PV-93018B,27-PV-93018B,27-PV-93018A,27-PV-93018A,25-TV-92929,25-TV-92929,25-PV-92929B,25-PV-92929B,25-PV-92921B,25-PV-92921B,25-PV-92921A,25-PV-92921A,25-LV-92921B,25-LV-92921B,25-LV-92921A,25-LV-92921A,24-TV-92774,24-TV-92774,24-PV-92831B,24-PV-92831B,24-PV-92632,24-PV-92632,24-LV-92841,24-LV-92841,24-LV-92831B,24-LV-92831B,24-LV-92831A,24-LV-92831A,24-LV-92821B,24-LV-92821B,24-LV-92821A,24-LV-92821A,23-TV-92786,23-TV-92786,23-TV-92604B,23-TV-92604B,23-TV-92504,23-TV-92504,23-PV-96353,23-PV-96353,23-PV-96253,23-PV-96253,23-PV-96153,23-PV-96153,23-PV-92255A,23-PV-92255A,23-LV-92721B,23-LV-92721B,23-LV-92721A,23-LV-92721A,23-LV-92621B,23-LV-92621B,23-LV-92621A,23-LV-92621A,23-LV-92521B,23-LV-92521B,23-LV-92521A,23-LV-92521A,16-PV-94221A,16-PV-94221A,16-PV-94001B,16-PV-94001B,16-PV-94001A,16-PV-94001A,16-PV-93702,16-PV-93702,13-PV-93152B,13-PV-93152B,13-PV-93152,13-PV-93152,13-LV-93141B,13-LV-93141B,13-LV-93141A,13-LV-93141A,13-FV-93167B,13-FV-93167B,13-FV-93167A,13-FV-93167A,11-TV-92306,11-TV-92306,11-PV-92255B,11-PV-92255B,11-PV-92205C,11-PV-92205C,11-PV-92155C,11-PV-92155C,11-LV-95810A,11-LV-95810A,11-LV-92264B-02,11-LV-92264B-02,11-LV-92264B-01,11-LV-92264B-01,11-LV-92264A-02,11-LV-92264A-02,11-LV-92264A-01,11-LV-92264A-01,11-LV-92209,11-LV-92209,11-LV-92159B,11-LV-92159B,11-LV-92159A,11-LV-92159A,11-FV-92367B,11-FV-92367B,11-FV-92367A,11-FV-92367A,11-FV-92347B,11-FV-92347B,11-FV-92347A,11-FV-92347A,11-FV-92212,11-FV-92212,11-FV-92162B,11-FV-92162B,11-FV-92162A,11-FV-92162A","FAO-077072,FAO-077071,FAO-077070,FAO-077069,FAO-077068,FAO-077067,FAO-077066",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,6576776601366222
1351209600000.0,1351641600000.0,Workpackage,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-PV-96153;WMT:23-LV-92521A,7,200,168,74,56,2012-10-31T00:00:00,2012-10-01T07:00:00,2012-10-26T00:00:00,,WPG-005664,"00,16-PV-94221B,16-PV-94221B,84-TV-93286B,84-TV-93286B,84-TV-93286A,84-TV-93286A,84-TV-93233,84-TV-93233,84-PV-93236,84-PV-93236,84-FV-93477B,84-FV-93477B,84-FV-93477A,84-FV-93477A,84-FV-93207B,84-FV-93207B,84-FV-93207A,84-FV-93207A,83-FV-93901,83-FV-93901,80-PV-93888,80-PV-93888,80-FV-94205C,80-FV-94205C,80-FV-93187B,80-FV-93187B,80-FV-93187A,80-FV-93187A,47-FV-93753B,47-FV-93753B,47-FV-93753A,47-FV-93753A,47-FV-93730B,47-FV-93730B,47-FV-93730A,47-FV-93730A,46-PV-93712,46-PV-93712,45-TV-93154,45-TV-93154,45-TV-92704,45-TV-92704,45-PV-93242B,45-PV-93242B,45-PV-93242A,45-PV-93242A,45-PV-93241B,45-PV-93241B,45-PV-93241A,45-PV-93241A,45-PDV-93291,45-PDV-93291,45-FV-93290,45-FV-93290,45-FV-93267B,45-FV-93267B,45-FV-93267A,45-FV-93267A,45-FV-92114B,45-FV-92114B,45-FV-92114A,45-FV-92114A,42-PV-93862,42-PV-93862,42-PV-93852,42-PV-93852,42-PV-93842,42-PV-93842,42-PV-93832,42-PV-93832,40-FV-93520,40-FV-93520,32-LV-95810B,32-LV-95810B,31-PV-93455,31-PV-93455,31-PV-93425,31-PV-93425,27-TV-93004B,27-TV-93004B,27-PV-96453,27-PV-96453,27-PV-93018B,27-PV-93018B,27-PV-93018A,27-PV-93018A,25-TV-92929,25-TV-92929,25-PV-92929B,25-PV-92929B,25-PV-92921B,25-PV-92921B,25-PV-92921A,25-PV-92921A,25-LV-92921B,25-LV-92921B,25-LV-92921A,25-LV-92921A,24-TV-92774,24-TV-92774,24-PV-92831B,24-PV-92831B,24-PV-92632,24-PV-92632,24-LV-92841,24-LV-92841,24-LV-92831B,24-LV-92831B,24-LV-92831A,24-LV-92831A,24-LV-92821B,24-LV-92821B,24-LV-92821A,24-LV-92821A,23-TV-92786,23-TV-92786,23-TV-92604B,23-TV-92604B,23-TV-92504,23-TV-92504,23-PV-96353,23-PV-96353,23-PV-96253,23-PV-96253,23-PV-96153,23-PV-96153,23-PV-92255A,23-PV-92255A,23-LV-92721B,23-LV-92721B,23-LV-92721A,23-LV-92721A,23-LV-92621B,23-LV-92621B,23-LV-92621A,23-LV-92621A,23-LV-92521B,23-LV-92521B,23-LV-92521A,23-LV-92521A,16-PV-94221A,16-PV-94221A,16-PV-94001B,16-PV-94001B,16-PV-94001A,16-PV-94001A,16-PV-93702,16-PV-93702,13-PV-93152B,13-PV-93152B,13-PV-93152,13-PV-93152,13-LV-93141B,13-LV-93141B,13-LV-93141A,13-LV-93141A,13-FV-93167B,13-FV-93167B,13-FV-93167A,13-FV-93167A,11-TV-92306,11-TV-92306,11-PV-92255B,11-PV-92255B,11-PV-92205C,11-PV-92205C,11-PV-92155C,11-PV-92155C,11-LV-95810A,11-LV-95810A,11-LV-92264B-02,11-LV-92264B-02,11-LV-92264B-01,11-LV-92264B-01,11-LV-92264A-02,11-LV-92264A-02,11-LV-92264A-01,11-LV-92264A-01,11-LV-92209,11-LV-92209,11-LV-92159B,11-LV-92159B,11-LV-92159A,11-LV-92159A,11-FV-92367B,11-FV-92367B,11-FV-92367A,11-FV-92367A,11-FV-92347B,11-FV-92347B,11-FV-92347A,11-FV-92347A,11-FV-92212,11-FV-92212,11-FV-92162B,11-FV-92162B,11-FV-92162A,11-FV-92162A","FAO-077072,FAO-077071,FAO-077070,FAO-077069,FAO-077068,FAO-077067,FAO-077066",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,6715650830339199
1351209600000.0,1351641600000.0,Workpackage,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-PV-96153;WMT:23-LV-92521A,7,200,168,74,56,2012-10-31T00:00:00,2012-10-01T07:00:00,2012-10-26T00:00:00,,WPG-005664,"00,16-PV-94221B,16-PV-94221B,84-TV-93286B,84-TV-93286B,84-TV-93286A,84-TV-93286A,84-TV-93233,84-TV-93233,84-PV-93236,84-PV-93236,84-FV-93477B,84-FV-93477B,84-FV-93477A,84-FV-93477A,84-FV-93207B,84-FV-93207B,84-FV-93207A,84-FV-93207A,83-FV-93901,83-FV-93901,80-PV-93888,80-PV-93888,80-FV-94205C,80-FV-94205C,80-FV-93187B,80-FV-93187B,80-FV-93187A,80-FV-93187A,47-FV-93753B,47-FV-93753B,47-FV-93753A,47-FV-93753A,47-FV-93730B,47-FV-93730B,47-FV-93730A,47-FV-93730A,46-PV-93712,46-PV-93712,45-TV-93154,45-TV-93154,45-TV-92704,45-TV-92704,45-PV-93242B,45-PV-93242B,45-PV-93242A,45-PV-93242A,45-PV-93241B,45-PV-93241B,45-PV-93241A,45-PV-93241A,45-PDV-93291,45-PDV-93291,45-FV-93290,45-FV-93290,45-FV-93267B,45-FV-93267B,45-FV-93267A,45-FV-93267A,45-FV-92114B,45-FV-92114B,45-FV-92114A,45-FV-92114A,42-PV-93862,42-PV-93862,42-PV-93852,42-PV-93852,42-PV-93842,42-PV-93842,42-PV-93832,42-PV-93832,40-FV-93520,40-FV-93520,32-LV-95810B,32-LV-95810B,31-PV-93455,31-PV-93455,31-PV-93425,31-PV-93425,27-TV-93004B,27-TV-93004B,27-PV-96453,27-PV-96453,27-PV-93018B,27-PV-93018B,27-PV-93018A,27-PV-93018A,25-TV-92929,25-TV-92929,25-PV-92929B,25-PV-92929B,25-PV-92921B,25-PV-92921B,25-PV-92921A,25-PV-92921A,25-LV-92921B,25-LV-92921B,25-LV-92921A,25-LV-92921A,24-TV-92774,24-TV-92774,24-PV-92831B,24-PV-92831B,24-PV-92632,24-PV-92632,24-LV-92841,24-LV-92841,24-LV-92831B,24-LV-92831B,24-LV-92831A,24-LV-92831A,24-LV-92821B,24-LV-92821B,24-LV-92821A,24-LV-92821A,23-TV-92786,23-TV-92786,23-TV-92604B,23-TV-92604B,23-TV-92504,23-TV-92504,23-PV-96353,23-PV-96353,23-PV-96253,23-PV-96253,23-PV-96153,23-PV-96153,23-PV-92255A,23-PV-92255A,23-LV-92721B,23-LV-92721B,23-LV-92721A,23-LV-92721A,23-LV-92621B,23-LV-92621B,23-LV-92621A,23-LV-92621A,23-LV-92521B,23-LV-92521B,23-LV-92521A,23-LV-92521A,16-PV-94221A,16-PV-94221A,16-PV-94001B,16-PV-94001B,16-PV-94001A,16-PV-94001A,16-PV-93702,16-PV-93702,13-PV-93152B,13-PV-93152B,13-PV-93152,13-PV-93152,13-LV-93141B,13-LV-93141B,13-LV-93141A,13-LV-93141A,13-FV-93167B,13-FV-93167B,13-FV-93167A,13-FV-93167A,11-TV-92306,11-TV-92306,11-PV-92255B,11-PV-92255B,11-PV-92205C,11-PV-92205C,11-PV-92155C,11-PV-92155C,11-LV-95810A,11-LV-95810A,11-LV-92264B-02,11-LV-92264B-02,11-LV-92264B-01,11-LV-92264B-01,11-LV-92264A-02,11-LV-92264A-02,11-LV-92264A-01,11-LV-92264A-01,11-LV-92209,11-LV-92209,11-LV-92159B,11-LV-92159B,11-LV-92159A,11-LV-92159A,11-FV-92367B,11-FV-92367B,11-FV-92367A,11-FV-92367A,11-FV-92347B,11-FV-92347B,11-FV-92347A,11-FV-92347A,11-FV-92212,11-FV-92212,11-FV-92162B,11-FV-92162B,11-FV-92162A,11-FV-92162A","FAO-077072,FAO-077071,FAO-077070,FAO-077069,FAO-077068,FAO-077067,FAO-077066",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,6715650830339199
1353024000000.0,1354258800000.0,Workpackage,VAL,akerbp-cdp,WMT:23-KA-9101,7,200,168,0,100,2012-11-30T07:00:00,2012-11-01T07:00:00,2012-11-16T00:00:00,,WPG-005699,"00,65-GK-9564B,65-GK-9564A,65-GK-9702B,65-GK-9900B,65-GK-9900A,65-GK-9702A,65-GK-9701B,65-GK-9701A,47-PA-9815,47-PA-9810B,47-PA-9810A,47-KC-9800B,47-KC-9800A,85-PB-9134B,85-PB-9134A,85-PA-9162,85-PA-9135B,85-PA-9135A,85-PA-9134,85-PA-9133,85-PA-9118B,85-PA-9118A,84-PX-9101B,84-PX-9101A,81-PA-9115B,81-PA-9115A,81-PA-9113B,81-PA-9113A,80-PA-9111B,80-PA-9111A,60-EG-9103,60-EG-9102,48-PA-9117B,48-PA-9117A,47-PA-9140,47-PA-9108B,47-PA-9108A,47-PA-9107B,47-PA-9107A,45-PA-9106B,45-PA-9106A,40-PA-9145,40-PA-9105B,40-PA-9105A,32-PB-9115B,32-PB-9115A,31-PA-9124B,31-PA-9124A,31-PA-9104B,31-PA-9104A,23-KA-9103,23-KA-9102,23-KA-9101,13-PA-9137,13-PA-9103,11-PA-9138,11-PA-9101B,11-PA-9101A","FAO-077201,FAO-077203,FAO-077202,FAO-077206,FAO-077205,FAO-077204,FAO-077207",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,8308010366482643
1353024000000.0,1354258800000.0,Workpackage,VAL,akerbp-cdp,WMT:23-KA-9101,7,200,168,0,100,2012-11-30T07:00:00,2012-11-01T07:00:00,2012-11-16T00:00:00,,WPG-005699,"00,65-GK-9564B,65-GK-9564A,65-GK-9702B,65-GK-9900B,65-GK-9900A,65-GK-9702A,65-GK-9701B,65-GK-9701A,47-PA-9815,47-PA-9810B,47-PA-9810A,47-KC-9800B,47-KC-9800A,85-PB-9134B,85-PB-9134A,85-PA-9162,85-PA-9135B,85-PA-9135A,85-PA-9134,85-PA-9133,85-PA-9118B,85-PA-9118A,84-PX-9101B,84-PX-9101A,81-PA-9115B,81-PA-9115A,81-PA-9113B,81-PA-9113A,80-PA-9111B,80-PA-9111A,60-EG-9103,60-EG-9102,48-PA-9117B,48-PA-9117A,47-PA-9140,47-PA-9108B,47-PA-9108A,47-PA-9107B,47-PA-9107A,45-PA-9106B,45-PA-9106A,40-PA-9145,40-PA-9105B,40-PA-9105A,32-PB-9115B,32-PB-9115A,31-PA-9124B,31-PA-9124A,31-PA-9104B,31-PA-9104A,23-KA-9103,23-KA-9102,23-KA-9101,13-PA-9137,13-PA-9103,11-PA-9138,11-PA-9101B,11-PA-9101A","FAO-077201,FAO-077203,FAO-077202,FAO-077206,FAO-077205,FAO-077204,FAO-077207",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,91432934184875
1353024000000.0,1354258800000.0,Workpackage,VAL,akerbp-cdp,WMT:23-KA-9101,7,200,168,0,100,2012-11-30T07:00:00,2012-11-01T07:00:00,2012-11-16T00:00:00,,WPG-005699,"00,65-GK-9564B,65-GK-9564A,65-GK-9702B,65-GK-9900B,65-GK-9900A,65-GK-9702A,65-GK-9701B,65-GK-9701A,47-PA-9815,47-PA-9810B,47-PA-9810A,47-KC-9800B,47-KC-9800A,85-PB-9134B,85-PB-9134A,85-PA-9162,85-PA-9135B,85-PA-9135A,85-PA-9134,85-PA-9133,85-PA-9118B,85-PA-9118A,84-PX-9101B,84-PX-9101A,81-PA-9115B,81-PA-9115A,81-PA-9113B,81-PA-9113A,80-PA-9111B,80-PA-9111A,60-EG-9103,60-EG-9102,48-PA-9117B,48-PA-9117A,47-PA-9140,47-PA-9108B,47-PA-9108A,47-PA-9107B,47-PA-9107A,45-PA-9106B,45-PA-9106A,40-PA-9145,40-PA-9105B,40-PA-9105A,32-PB-9115B,32-PB-9115A,31-PA-9124B,31-PA-9124A,31-PA-9104B,31-PA-9104A,23-KA-9103,23-KA-9102,23-KA-9101,13-PA-9137,13-PA-9103,11-PA-9138,11-PA-9101B,11-PA-9101A","FAO-077201,FAO-077203,FAO-077202,FAO-077206,FAO-077205,FAO-077204,FAO-077207",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,91432934184875
1354320000000.0,1356937200000.0,Workpackage,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-PV-96153;WMT:23-LV-92521A,7,200,170,25,85,2012-12-31T07:00:00,2012-12-01T07:00:00,2012-12-01T00:00:00,,WPG-005700,"00,16-PV-94221B,16-PV-94221B,84-TV-93286B,84-TV-93286B,84-TV-93286A,84-TV-93286A,84-TV-93233,84-TV-93233,84-PV-93236,84-PV-93236,84-FV-93477B,84-FV-93477B,84-FV-93477A,84-FV-93477A,84-FV-93207B,84-FV-93207B,84-FV-93207A,84-FV-93207A,83-FV-93901,83-FV-93901,80-PV-93888,80-PV-93888,80-FV-94205C,80-FV-94205C,80-FV-93187B,80-FV-93187B,80-FV-93187A,80-FV-93187A,47-FV-93753B,47-FV-93753B,47-FV-93753A,47-FV-93753A,47-FV-93730B,47-FV-93730B,47-FV-93730A,47-FV-93730A,46-PV-93712,46-PV-93712,45-TV-93154,45-TV-93154,45-TV-92704,45-TV-92704,45-PV-93242B,45-PV-93242B,45-PV-93242A,45-PV-93242A,45-PV-93241B,45-PV-93241B,45-PV-93241A,45-PV-93241A,45-PDV-93291,45-PDV-93291,45-FV-93290,45-FV-93290,45-FV-93267B,45-FV-93267B,45-FV-93267A,45-FV-93267A,45-FV-92114B,45-FV-92114B,45-FV-92114A,45-FV-92114A,42-PV-93862,42-PV-93862,42-PV-93852,42-PV-93852,42-PV-93842,42-PV-93842,42-PV-93832,42-PV-93832,40-FV-93520,40-FV-93520,32-LV-95810B,32-LV-95810B,31-PV-93455,31-PV-93455,31-PV-93425,31-PV-93425,27-TV-93004B,27-TV-93004B,27-PV-96453,27-PV-96453,25-TV-92929,25-TV-92929,25-PV-92929B,25-PV-92929B,25-PV-92921B,25-PV-92921B,25-PV-92921A,25-PV-92921A,25-LV-92921B,25-LV-92921B,25-LV-92921A,25-LV-92921A,24-TV-92774,24-TV-92774,24-PV-92831B,24-PV-92831B,24-PV-92632,24-PV-92632,24-LV-92841,24-LV-92841,24-LV-92831B,24-LV-92831B,24-LV-92831A,24-LV-92831A,24-LV-92821B,24-LV-92821B,24-LV-92821A,24-LV-92821A,23-TV-92786,23-TV-92786,23-TV-92604B,23-TV-92604B,23-TV-92504,23-TV-92504,23-PV-96353,23-PV-96353,23-PV-96253,23-PV-96253,23-PV-96153,23-PV-96153,23-PV-92255A,23-PV-92255A,23-LV-92721B,23-LV-92721B,23-LV-92721A,23-LV-92721A,23-LV-92621B,23-LV-92621B,23-LV-92621A,23-LV-92621A,23-LV-92521B,23-LV-92521B,23-LV-92521A,23-LV-92521A,16-PV-94221A,16-PV-94221A,16-PV-94001B,16-PV-94001B,16-PV-94001A,16-PV-94001A,16-PV-93702,16-PV-93702,13-PV-93152B,13-PV-93152B,13-PV-93152,13-PV-93152,13-LV-93141B,13-LV-93141B,13-LV-93141A,13-LV-93141A,13-FV-93167B,13-FV-93167B,13-FV-93167A,13-FV-93167A,11-TV-92306,11-TV-92306,11-PV-92255B,11-PV-92255B,11-PV-92205C,11-PV-92205C,11-PV-92155C,11-PV-92155C,11-LV-92264B-02,11-LV-92264B-02,11-LV-92264B-01,11-LV-92264B-01,11-LV-92264A-02,11-LV-92264A-02,11-LV-92264A-01,11-LV-92264A-01,11-LV-92209,11-LV-92209,11-LV-92159B,11-LV-92159B,11-LV-92159A,11-LV-92159A,11-FV-92367B,11-FV-92367B,11-FV-92367A,11-FV-92367A,11-FV-92347B,11-FV-92347B,11-FV-92347A,11-FV-92347A,11-FV-92212,11-FV-92212,11-FV-92162B,11-FV-92162B,11-FV-92162A,11-FV-92162A","FAO-078431,FAO-078437,FAO-078436,FAO-078435,FAO-078434,FAO-078433,FAO-078432",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,4982842287345050
1354320000000.0,1356937200000.0,Workpackage,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-PV-96153;WMT:23-LV-92521A,7,200,170,25,85,2012-12-31T07:00:00,2012-12-01T07:00:00,2012-12-01T00:00:00,,WPG-005700,"00,16-PV-94221B,16-PV-94221B,84-TV-93286B,84-TV-93286B,84-TV-93286A,84-TV-93286A,84-TV-93233,84-TV-93233,84-PV-93236,84-PV-93236,84-FV-93477B,84-FV-93477B,84-FV-93477A,84-FV-93477A,84-FV-93207B,84-FV-93207B,84-FV-93207A,84-FV-93207A,83-FV-93901,83-FV-93901,80-PV-93888,80-PV-93888,80-FV-94205C,80-FV-94205C,80-FV-93187B,80-FV-93187B,80-FV-93187A,80-FV-93187A,47-FV-93753B,47-FV-93753B,47-FV-93753A,47-FV-93753A,47-FV-93730B,47-FV-93730B,47-FV-93730A,47-FV-93730A,46-PV-93712,46-PV-93712,45-TV-93154,45-TV-93154,45-TV-92704,45-TV-92704,45-PV-93242B,45-PV-93242B,45-PV-93242A,45-PV-93242A,45-PV-93241B,45-PV-93241B,45-PV-93241A,45-PV-93241A,45-PDV-93291,45-PDV-93291,45-FV-93290,45-FV-93290,45-FV-93267B,45-FV-93267B,45-FV-93267A,45-FV-93267A,45-FV-92114B,45-FV-92114B,45-FV-92114A,45-FV-92114A,42-PV-93862,42-PV-93862,42-PV-93852,42-PV-93852,42-PV-93842,42-PV-93842,42-PV-93832,42-PV-93832,40-FV-93520,40-FV-93520,32-LV-95810B,32-LV-95810B,31-PV-93455,31-PV-93455,31-PV-93425,31-PV-93425,27-TV-93004B,27-TV-93004B,27-PV-96453,27-PV-96453,25-TV-92929,25-TV-92929,25-PV-92929B,25-PV-92929B,25-PV-92921B,25-PV-92921B,25-PV-92921A,25-PV-92921A,25-LV-92921B,25-LV-92921B,25-LV-92921A,25-LV-92921A,24-TV-92774,24-TV-92774,24-PV-92831B,24-PV-92831B,24-PV-92632,24-PV-92632,24-LV-92841,24-LV-92841,24-LV-92831B,24-LV-92831B,24-LV-92831A,24-LV-92831A,24-LV-92821B,24-LV-92821B,24-LV-92821A,24-LV-92821A,23-TV-92786,23-TV-92786,23-TV-92604B,23-TV-92604B,23-TV-92504,23-TV-92504,23-PV-96353,23-PV-96353,23-PV-96253,23-PV-96253,23-PV-96153,23-PV-96153,23-PV-92255A,23-PV-92255A,23-LV-92721B,23-LV-92721B,23-LV-92721A,23-LV-92721A,23-LV-92621B,23-LV-92621B,23-LV-92621A,23-LV-92621A,23-LV-92521B,23-LV-92521B,23-LV-92521A,23-LV-92521A,16-PV-94221A,16-PV-94221A,16-PV-94001B,16-PV-94001B,16-PV-94001A,16-PV-94001A,16-PV-93702,16-PV-93702,13-PV-93152B,13-PV-93152B,13-PV-93152,13-PV-93152,13-LV-93141B,13-LV-93141B,13-LV-93141A,13-LV-93141A,13-FV-93167B,13-FV-93167B,13-FV-93167A,13-FV-93167A,11-TV-92306,11-TV-92306,11-PV-92255B,11-PV-92255B,11-PV-92205C,11-PV-92205C,11-PV-92155C,11-PV-92155C,11-LV-92264B-02,11-LV-92264B-02,11-LV-92264B-01,11-LV-92264B-01,11-LV-92264A-02,11-LV-92264A-02,11-LV-92264A-01,11-LV-92264A-01,11-LV-92209,11-LV-92209,11-LV-92159B,11-LV-92159B,11-LV-92159A,11-LV-92159A,11-FV-92367B,11-FV-92367B,11-FV-92367A,11-FV-92367A,11-FV-92347B,11-FV-92347B,11-FV-92347A,11-FV-92347A,11-FV-92212,11-FV-92212,11-FV-92162B,11-FV-92162B,11-FV-92162A,11-FV-92162A","FAO-078431,FAO-078437,FAO-078436,FAO-078435,FAO-078434,FAO-078433,FAO-078432",VAL,Valhall plattform,NO,YES,*** vedlikehold,,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,For condition monitoring *** ***,akerbp-cdp,4982842287345050
