ELC_STATUS_ID,RES_ID,SOURCE_DB,SOURCE_TABLE,WMT_AREA_ID,WMT_CATEGORY_ID,WMT_CONTRACTOR_ID,WMT_FUNC_CODE_ID,WMT_LOCATION_ID,WMT_PO_ID,WMT_SAFETYCRITICALELEMENT_ID,WMT_SYSTEM_ID,WMT_TAG_CREATED_DATE,WMT_TAG_CRITICALLINE,WMT_TAG_DESC,WMT_TAG_GLOBALID,WMT_TAG_HISTORYREQUIRED,WMT_TAG_ID,WMT_TAG_ID_ANCESTOR,WMT_TAG_ISACTIVE,WMT_TAG_ISOWNEDBYPROJECT,WMT_TAG_LOOP,WMT_TAG_MAINID,WMT_TAG_NAME,WMT_TAG_UPDATED_BY,WMT_TAG_UPDATED_DATE,WMT_TAG_STATUSCHGDATE,WMT_TAG_COMMENT,WMT_TAG_SUFFIX,WMT_SYSTEM_ACTIVE,WMT_SYSTEM_CODE,WMT_SYSTEM_DESC,WMT_SYSTEM_NAME,WMT_LOCATION_ACTIVE,WMT_LOCATION_CODE,WMT_LOCATION_EXTENDACTIVEWOP,WMT_LOCATION_EXTERNALOWNERSHIP,WMT_LOCATION_MAITIS,WMT_LOCATION_NAME,WMT_LOCATION_NOCOPIESDEFAULTIC,WMT_LOCATION_NOCOPIESWOPERMIT,WMT_LOCATION_OPERATIONHOURS,WMT_LOCATION_PROGVALUE,WMT_LOCATION_SIMULATETIMEFRAME,WMT_LOCATION_SJAMAXNOOFTASKS,WMT_LOCATION_USEPLOTALTITUDE,WMT_LOCATION_WORKSTART,latestUpdateTimeSource
1211,531331,workmate,wmate_dba.wmt_tag,1585,1120,1686,6330,1004,8309,,4440,26/06/2009 15:36,N,VRD - 1ST STAGE SUCTION SCRUBBER,1000000000716797,Y,346867,681792,1,0,,681760,23-VG-9101,1001,08/10/2015 15:05,,"Capacity: 55.3 m3, Size: 3.34m ID x 5.2m T/T, Operating conditions: 3.4 barg @ 40?C",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,16/05/2013 11:50,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291743,Y,698575,346362,1,0,,681760,23-PIC-92538-06,1001,09/10/2015 11:56,,"MIN, MAX AND UNIT DCS RANGE ADDED. (REF: VRD-FEM-002317)",,,,,,,,,,,,,,,,,,,,
1211,222320,workmate,wmate_dba.wmt_tag,1584,1116,1686,6213,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH OFFGAS TO 1STSTGSUCTCOOLER,1000000000717637,Y,346916,346900,1,0,92748,681760,23-XY-92748-04,4332,14/08/2015 14:36,,,,,,,,,,,,,,,,,,,,,,
1211,523857,workmate,wmate_dba.wmt_tag,1600,1116,1686,4400,1004,8309,1060,2363,26/06/2009 15:36,N,VRD - PH 1STSTGCOMPR MTR COOLMED OUT,1000000000717383,Y,350126,346066,1,0,92139A,681760,45-FT-92139A,9802,09/12/2013 12:53,,"Added Min + Max + Unit for Calib. Range. (Ref: VRD-CCR-000505)Changed Units from m3/hr to m3/h (VRD-CCR-000505, 12.04.2012)",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,13/12/2012 14:18,N,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,1000000000251072,Y,683286,346939,1,0,,681760,23-YI-96119-01,1001,09/10/2015 11:56,06/10/2014 07:45,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,16/05/2013 11:50,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291739,Y,698571,346362,1,0,,681760,23-PIC-92538-02,1001,09/10/2015 11:56,,,,,,,,,,,,,,,,,,,,,,
1211,407894,workmate,wmate_dba.wmt_tag,1600,1116,1686,4642,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMPR ENCL DOOR A,1000000000716845,Y,347086,682542,1,0,96142A,681760,23-ZS-96142A,9802,09/12/2013 12:53,,Update SCD_Sheet_No and Block as per EQ-548.,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH,1000000000112420,Y,769885,346317,1,0,,681760,23-PAH-96149-02,1001,06/10/2015 13:14,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTG COMP OUTER SEAL NDE : PRESSURE ALARM HIGH,1000000000112425,Y,769890,346323,1,0,,681760,23-PAH-96157-01,1001,06/10/2015 13:14,,,,,,,,,,,,,,,,,,,,,,
1211,662266,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP THRUST BRG IN,1000000000684783,Y,346403,346064,1,0,96103,681760,23-TE-96103-01,8137,11/07/2014 09:25,,Added Alarm_Setpoint_Units: ?C (Ref: VRD-CCR-000505),,,,,,,,,,,,,,,,,,,,
1211,616457,workmate,wmate_dba.wmt_tag,1585,1253,1686,11517,1004,8309,,4440,26/06/2009 15:36,N,VRD - PH 1STSTGSUCTSCRUB B/D,1000000000715144,Y,346980,346986,1,0,92526,681760,23-YPSV-92526,8137,16/12/2016 07:52,16/12/2016 07:52,,,,,,,,,,,,,,,,,,,,,
1211,525283,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,1000000000682350,Y,346422,345637,1,0,96113,681760,23-TE-96113-04,8137,11/07/2014 09:25,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1114,1686,6177,1004,,,4440,09/05/2012 17:17,N,VRD - PH 1ST STG COMP LO HTR ON,1000000000183346,Y,654117,345702,1,0,,681760,23-FE-9106-39,1001,09/10/2015 11:56,,,,,,,,,,,,,,,,,,,,,,
1212,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4564,1004,,1060,4440,05/04/2013 15:12,N,VRD - PH 1STSTGDISCCOOL COOLMED IN,1000000000281461,Y,695253,345962,0,0,92604,681760,23-TE-92604B,1001,08/10/2015 08:48,05/07/2014 13:42,Added Units: ?C (Ref: VRD-CCR-000505)TAHH=50 deg C. (Ref: VRD-BP-BP-EQ-238),,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,23/04/2013 10:10,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,1000000000286618,Y,697796,346602,1,0,,681760,23-TT-92532-MB,1001,09/10/2015 11:56,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1650,1114,1686,4291,1004,,,3118,05/04/2013 15:12,N,FEEDER THYRISTOR +82B SEAL GAS HEATER FOR 1 ST STAGE COMP.,1000000000281000,Y,694792,345716,1,0,,681760,60-EN-9011A+80E2,8137,25/07/2017 10:10,25/07/2017 10:10,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,16/05/2013 11:50,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291748,Y,698580,346362,1,0,,681760,23-PIC-92538-11,1001,09/10/2015 11:56,,,,,,,,,,,,,,,,,,,,,,
1225,,workmate,wmate_dba.wmt_tag,1600,1116,1350,4577,1004,,1033,2491,26/06/2009 15:36,N,VRD - PH 1STSTG COMPR WATER MIST,1000000000711630,Y,351922,411403,0,0,48-T-9,681760,48-TSL-96960,1001,08/10/2015 10:03,16/07/2013 10:55,,,,,,,,,,,,,,,,,,,,,
1212,,workmate,wmate_dba.wmt_tag,1444,1116,,4465,1004,,,4440,13/12/2012 14:13,N,VRD PH,1000000000250774,Y,682995,346066,0,0,,681760,23-LSHH-96138 (2),8137,26/09/2014 12:52,26/09/2014 12:52,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTGCOMP SHAFT AXIAL POS : POSITION ALARM HIGH HIGH,1000000000112529,Y,769994,347100,1,0,,681760,23-ZAHH-96107-01,2829,06/06/2016 08:48,06/06/2016 08:48,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,16/05/2013 11:50,N,VRD - PH 1STSTGCOMP DISCHARGE : PRESSURE ALARM HIGH,1000000000293597,Y,700429,346290,1,0,,681760,23-PAH-92539,1001,06/10/2015 12:28,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,16/05/2013 11:50,N,VRD - PH 1STSTGGEAR 1 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,1000000000292001,Y,698832,346996,1,0,,681760,23-YAHH-96117-02,1001,06/10/2015 12:28,,,,,,,,,,,,,,,,,,,,,,
1211,446683,workmate,wmate_dba.wmt_tag,1600,1116,1686,4627,1004,8309,1069,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMPR JOURN BRG NDE,1000000000715790,Y,346991,346931,1,0,96105,681760,23-YT-96105-01,8137,26/01/2017 08:31,,,,,,,,,,,,,,,,,,,,,,
1211,495056,workmate,wmate_dba.wmt_tag,1600,1116,1686,4525,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP INNER SEAL,1000000000685082,Y,346320,346365,1,0,96153,681760,23-PT-96153,9802,09/12/2013 12:53,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1116,1686,4390,1004,8309,,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP BUFFER GAS NDE,1000000000706878,Y,345789,345627,1,0,96159,681760,23-FO-96159,9802,09/12/2013 12:53,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTG COMP LO HEADER : TEMPERATURE ALARM HIGH HIGH,1000000000112479,Y,769944,346635,1,0,,681760,23-TAHH-96181-01,1001,06/10/2015 13:14,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,23/04/2013 10:10,N,SOFT TAG VRD - PH 1STSTGDISCHCLR GAS OUT EQ,1000000000284970,Y,696146,345658,1,0,,681760,23-ESDV-92551B-PST,1001,09/10/2015 11:56,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTG COMP THRUST BRG OUT : TEMPERATURE ALARM HIGH HIGH,1000000000112473,Y,769938,346407,1,0,,681760,23-TAHH-96104-01,1001,06/10/2015 13:14,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,23/04/2013 10:10,N,SOFT TAG VRD - PH 1STSTG COMP SEPAR GAS,1000000000285028,Y,696203,346163,1,0,,681760,23-PAL-96160,1001,09/10/2015 11:56,,"ALARM PRIORITY SET TO: 1, TAG NUMBER CHANGED FROM: 23-PAL-96160-01. REF: VRD-CCR-000332ALARM PRIORITY CHANGED FROM 1 TO 2 (REF: FEM-2609)",,,,,,,,,,,,,,,,,,,,
1211,448303,workmate,wmate_dba.wmt_tag,1585,1116,1686,4643,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,1000000000708479,Y,345679,345655,1,0,92501B,681760,23-EZSH-92501B,4332,14/08/2015 14:36,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,13/12/2012 14:16,N,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG DE,1000000000250942,Y,683159,346425,1,0,,681760,23-TI-96114-03,1001,09/10/2015 11:56,06/10/2014 07:45,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11405,1004,,,4440,16/05/2013 11:50,N,VRD - PH 1STSTGDISCCOOL GAS OUT : TEMPERATURE ALARM HIGH HIGH,1000000000291761,Y,698593,679862,1,0,,681760,23-TAHH-92604A,1001,06/10/2015 12:28,,ADDED ON 4/21/2012 (REF: VRD-BP-BP-EQ-000238).,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,13/12/2012 14:13,N,SOFT TAG VRD - PH 1STSTGSUCTCOOL GAS IN ESDV,1000000000250779,Y,683000,346172,1,0,,681760,23-PDI-92501,1001,09/10/2015 11:56,06/10/2014 07:45,,,,,,,,,,,,,,,,,,,,,
1225,,workmate,wmate_dba.wmt_tag,1600,1120,,6255,1004,,1060,4440,22/09/2010 17:10,N,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,1000000000930091,Y,526369,346682,0,0,,681760,23-FE-9106A,8137,27/01/2014 13:42,16/07/2013 10:56,,,,,,,,,,,,,,,,,,,,,
1211,446683,workmate,wmate_dba.wmt_tag,1600,1116,1686,4649,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGCOMP SHAFT AXIAL POS,1000000000717651,Y,347102,347070,1,0,96107,681760,23-ZT-96107-03,9802,09/12/2013 12:53,,"Changed "","" to ""."" in alarm limits. (Ref: VRD-CCR-000505)",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4414,1004,,1060,4440,25/10/2010 16:17,N,VRD - PH 1STSTGSUCTSCRUBBER-SELECTOR,1000000000954359,Y,545506,346867,1,0,92521,681760,23-HS-92521,9802,09/12/2013 12:53,,NEW tag (Ref: VRD-BP-VID-EQ-000642-A-C-002),,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,16/05/2013 11:50,N,VRD - PH 1STSTG MOTOR JOURN BRG DE : VIBRATION ALARM HIGH HIGH,1000000000292011,Y,698842,347008,1,0,,681760,23-YAHH-96134-02,1001,06/10/2015 12:28,,,,,,,,,,,,,,,,,,,,,,
1225,444134,workmate,wmate_dba.wmt_tag,1585,1116,1686,4418,1004,8309,,2363,26/06/2009 15:36,N,VRD - PH 1STSTGSUCTCOOL SHELL PSV IN,1000000000710369,Y,350181,345949,0,0,92510,681760,45-HV-92510-01,1001,08/10/2015 08:48,15/07/2013 09:20,,,,,,,,,,,,,,,,,,,,,
1211,145665,workmate,wmate_dba.wmt_tag,1585,1116,1686,4643,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGDISCHCLR GAS OUT,1000000000708481,Y,345681,345657,1,0,92551A,681760,23-EZSH-92551A,4332,14/08/2015 14:36,,,,,,,,,,,,,,,,,,,,,,
1211,551663,workmate,wmate_dba.wmt_tag,1600,1253,1686,11517,1004,8309,,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP MAIN OIL PUMP,1000000000683753,Y,346253,346682,1,0,96192,681760,23-PSV-96192,8137,16/12/2016 07:52,16/12/2016 07:52,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4613,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGSCRUB I-FACE,1000000000707941,Y,346126,358644,1,0,92529,681760,23-LTX-92529,9802,09/12/2013 12:53,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,23/04/2013 10:10,N,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,1000000000284978,Y,696154,345795,1,0,,681760,23-PALL-96186,1001,09/10/2015 11:56,,ALARM PRIORITY CHANGED FROM 2 TO 3 (REF: FEM-2609),,,,,,,,,,,,,,,,,,,,
1211,532915,workmate,wmate_dba.wmt_tag,1600,1116,1686,4525,1004,8309,1069,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP SEPAR GAS,1000000000685087,Y,346325,682540,1,0,96160,681760,23-PT-96160-01,8137,26/01/2017 08:31,,Changed Alarm_Setpoint_Units from mbar to mbarg. (Ref: VRD-CCR-000505),,,,,,,,,,,,,,,,,,,,
1211,222320,workmate,wmate_dba.wmt_tag,1585,1116,1686,6213,1004,8309,1069,4440,26/06/2009 15:36,N,VRD - PH 1STSTGSUCTCOOL GAS IN,1000000000716642,Y,347045,346985,1,0,92445,681760,23-YXY-92445-05,4332,12/01/2017 09:57,,,,,,,,,,,,,,,,,,,,,,
1212,,workmate,wmate_dba.wmt_tag,1585,1116,,4442,1004,,,4440,20/03/2013 08:57,N,LEVEL INDICATOR,1000000000278675,Y,694413,346682,0,0,,681760,23-LI-96182-01,8137,26/09/2014 12:52,26/09/2014 12:52,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,16/05/2013 11:50,N,VRD - PH 1STSTG MOTOR JOURN BRG NDE : VIBRATION ALARM HIGH HIGH,1000000000292009,Y,698840,347006,1,0,,681760,23-YAHH-96133-02,1001,06/10/2015 12:28,,,,,,,,,,,,,,,,,,,,,,
1211,650245,workmate,wmate_dba.wmt_tag,1600,1116,1686,4588,1004,8309,1069,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP SEAL GAS HTR,1000000000684487,Y,346632,345716,1,0,96147,681760,23-TT-96147-02,8137,26/10/2017 14:00,26/10/2017 14:00,"Added Alarm_Setpoint_Units: ?C (Ref: VRD-CCR-000505)Alarm Limit_HH changed from 140 to 180, controller st = 160 on 08.02.2013 (Ref: VRD-BP-BP-EQ-000290-A-C-003).",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,06/10/2015 12:18,N,VRD - PH 1STSTG COMP INNER SEAL NDE : PRESSURE ALARM HIGH,1000000000112421,Y,769886,346318,1,0,,681760,23-PAH-96150-01,1001,06/10/2015 13:14,,,,,,,,,,,,,,,,,,,,,,
1211,746776,workmate,wmate_dba.wmt_tag,1600,1120,1686,6230,1004,8309,,4440,26/06/2009 15:36,N,VRD - 1ST STAGE COMPRESSOR LUBE OIL FILTER B,1000000000707441,Y,345604,682544,1,0,,681760,23-CB-9103B,1001,08/10/2015 15:05,,"Manufacturer: Indufil / Model: IDGL-4-880-3, Capacity: 31.63 m3/hr, Size: 14 liter, Operating conditions: 7.4 barg @ 50?C",B,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11405,1004,8309,,2363,16/05/2013 11:50,N,VRD - PH 1STSTGSUCTCOOL COOLMED OUT : PRESSURE ALARM HIGH,1000000000292651,Y,699485,350293,1,0,,681760,45-PAH-92508,1001,06/10/2015 12:28,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,16/05/2013 11:50,N,VRD - PH 1STSTG COMP SEAL GAS HTR : TEMPERATURE ALARM HIGH,1000000000291789,Y,698621,346632,1,0,,681760,23-TAH-96147-02,8137,26/10/2017 14:00,26/10/2017 14:00,ALARM PRIORITY SET TO: 1. REF: VRD-CCR-000332ALARM PRIORITY CHANGED FROM 1 TO 2 (REF: FEM-2609),,,,,,,,,,,,,,,,,,,,
1211,615835,workmate,wmate_dba.wmt_tag,1600,1116,1686,4621,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP JOURN BRG NDE,1000000000717814,Y,346934,346064,1,0,96106,681760,23-YE-96106-02,8137,11/07/2014 09:25,,,,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1120,1686,6320,1004,8309,1033,2491,20/11/2009 14:54,N,VRD - 1ST STAGE COMP WATER MIST AIR CYLINDER 2,1000000000763522,Y,407510,411403,1,0,,681760,48-SU-9106,1001,08/10/2015 13:37,,"Capacity: 67.5 L, Operating conditions: amb @ 200 barg",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1585,1116,,4382,1004,,1060,4440,13/12/2012 14:13,N,VRD PH,1000000000250728,Y,682945,345858,1,0,,681760,23-FI-92512A,4332,14/08/2015 14:36,06/10/2014 07:45,,,,,,,,,,,,,,,,,,,,,
1211,531172,workmate,wmate_dba.wmt_tag,1600,1116,1686,4469,1004,8309,1069,4440,26/06/2009 15:36,N,VRD - PH 1STSTG COMP LO RES,1000000000707933,Y,346118,694413,1,0,96182,681760,23-LT-96182-02,8137,26/01/2017 08:31,,"Percentage value for Alarm limits changed, Alarm limit_LL from 10 to 8.5, Alarm limit_L from 79 to 72 and Alarm limit_H from 88.6 to 80.5 (Ref: VRD-BP-VID-EQ-000875-A-C-002)",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,13/12/2012 14:14,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,1000000000250825,Y,683045,346285,1,0,,681760,23-PI-92531,1001,09/10/2015 11:56,06/10/2014 07:45,,,,,,,,,,,,,,,,,,,,,
1211,300992,workmate,wmate_dba.wmt_tag,1600,1116,1686,4649,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTGGEAR SHAFT AXIAL POS,1000000000717654,Y,347105,347073,1,0,96121,681760,23-ZT-96121-03,9802,09/12/2013 12:53,,"Changed Alarm Limit_H from ""0,6"" to ""0.6"". Changed Alarm Limit_HH from ""0,7"" to ""0.7"". (Ref: VRD-CCR-000505)",,,,,,,,,,,,,,,,,,,,
1211,,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,26/06/2009 15:36,N,VRD - PH 1STSTG MOTOR WINDINGS W SP,1000000000681825,Y,346447,346066,1,0,96136,681760,23-TE-96136-09,8137,11/07/2014 09:25,,,,,,,,,,,,,,,,,,,,,,
