categoryId,sourceDb,parentTag,updatedDate,createdDate,isCriticalLine,description,tag,areaId,isActive
1152,workmate,23-PSLL-96141,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTG COMPR ENCL AIR INLET,23-FAL-96141,1004,TRUE
1152,workmate,23-YE-96133-02,10/9/2015 11:56,12/13/2012 14:18,FALSE,SOFT TAG VRD - PH 1STSTG MOTOR JOURN BRG NDE,23-YI-96133-02,1004,TRUE
1116,workmate,23-NI-96144,10/8/2015 8:48,10/5/2009 17:21,FALSE,VRD - PH 1STSTGCMP MTR PARTIAL DISCH,23-NE-96144-01,1004,TRUE
1116,workmate,23-YE-96134-01,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG MOTOR JOURN BRG DE,23-YT-96134-01,1004,TRUE
1152,workmate,23-YE-96134-01,10/9/2015 11:56,12/13/2012 14:18,FALSE,SOFT TAG VRD - PH 1STSTG MOTOR JOURN BRG DE,23-YI-96134-01,1004,TRUE
1116,workmate,23-XE-96124,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEARSHAFT1JOURNBRGDE,23-XT-96124,1004,TRUE
1152,workmate,23-TE-96112-01,10/9/2015 11:56,12/13/2012 14:16,FALSE,SOFT TAG VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23-TI-96112-01,1004,TRUE
1116,workmate,23-YE-96118-02,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23-YT-96118-02,1004,TRUE
1116,workmate,23-FE-9106,10/8/2015 8:48,3/19/2010 20:38,FALSE,VRD -,23-FE-9106-S01,1004,FALSE
1152,workmate,23-TE-96116-01,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTGGEAR THRUST BRG OUT : TEMPERATURE ALARM HIGH,23-TAH-96116-01,1004,TRUE
1152,workmate,23-TE-96114-01,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGGEAR 2 JOURNBRG DE : TEMPERATURE ALARM HIGH,23-TAH-96114-01,1004,TRUE
1116,workmate,23-PSV-96190,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGLUBEOIL PSV IN,23-HV-96190-01,1004,TRUE
1114,workmate,23-FE-9106,10/9/2015 11:56,5/9/2012 17:16,FALSE,VRD - PH 1ST STG COMP LO HTR,23-FE-9106-24,1004,TRUE
1152,workmate,23-TE-96113-01,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE : TEMPERATURE ALARM HIGH,23-TAH-96113-01,1004,TRUE
1116,workmate,23-ZE-96121-03,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR SHAFT AXIAL POS,23-ZT-96121-03,1004,TRUE
1152,workmate,23-PT-96160-03,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTG COMP SEPAR GAS : PRESSURE ALARM HIGH,23-PAH-96160-03,1004,TRUE
1152,workmate,23-TT-92604A,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTGDISCCOOL GAS OUT : TEMPERATURE ALARM HIGH,23-TAH-92604A,1004,TRUE
1152,workmate,23-FY-92543-03,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1ST STG COMP SURGE CNT RESET,23-XY-92543-03,1004,TRUE
1116,workmate,23-CB-9103A,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG OIL FILTER,23-PDT-96180,1004,TRUE
1114,workmate,23-GK-9107A,10/9/2015 11:56,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPRESSOR ENCLOSURE COOLING UNIT A SPACE HEATER,23-GK-9107A-H01,1004,TRUE
1116,workmate,23-TE-96181-02,1/26/2017 8:31,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP LO HEADER,23-TT-96181-02,1004,TRUE
1116,workmate,23-KA-9101-M01,12/9/2013 12:53,10/17/2012 12:20,FALSE,VRD - PH HV SWGR 1STSTG COMP MTR,23-KA-9101-M01-59,1004,TRUE
1116,workmate,23-KA-9101-M01,1/26/2017 8:31,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMPMTR PURGE AIR,23-PSLL-96141,1004,TRUE
1116,workmate,23-PV-96153,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP INNER SEAL,23-PY-96153,1004,TRUE
1152,workmate,23-PT-96149-02,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH HIGH,23-PAHH-96149-02,1004,TRUE
1116,workmate,23-KA-9101-M01,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG MOTORCOOLINGAIRHOT,23-TE-96137-03,1004,TRUE
1152,workmate,23-TT-96168,10/9/2015 11:56,12/13/2012 14:16,FALSE,SOFT TAG VRD - PH 1STSTG COMP INNER SEAL,23-TI-96168,1004,TRUE
1114,workmate,23-GK-9107B,10/9/2015 11:56,5/9/2012 17:16,FALSE,VRD - PH 1ST STG COMP ENCL CLGUNIT B,23-GK-9107B-M01-14,1004,TRUE
1116,workmate,23-HA-9107A,10/8/2015 10:03,6/26/2009 15:36,FALSE,VRD - LOS COOLER A RELIEF VALVE,23-PSV-96195,1004,FALSE
1116,workmate,23-CB-9129A,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP BUFFER GAS DE,23-FT-96158,1004,TRUE
1116,workmate,23-KA-9101-M01,12/9/2013 12:53,10/17/2012 12:20,FALSE,VRD - PH HV SWGR 1STSTG COMP MTR,23-KA-9101-M01-04,1004,TRUE
1120,workmate,23-PDT-96167,7/17/2014 9:08,5/16/2014 14:27,FALSE,DRAIN POT FOR 23-PDT-96167,23-TX-96167,1004,TRUE
1116,workmate,48-XY-96966B,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH STG1 COMPENCL AIR IN DAMPER,48-ZSL-96966B,1004,TRUE
1152,workmate,23-PT-96149-02,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH,23-PAH-96149-02,1004,TRUE
1116,workmate,23-KA-9101-M01,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH 1STSTG MOTOR JOURN BRG NDE,23-TE-96131-01,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23-YE-96118-01,1004,TRUE
1116,workmate,23-KB-9103,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMPSEALGAS BSTR PMP,23-XY-96164-01,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR THRUST BRG IN,23-TE-96115-02,1004,TRUE
1116,workmate,23-FT-96167,12/9/2013 12:53,12/13/2012 14:13,FALSE,VRD PH,23-FI-96167,1004,FALSE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23-TE-96112-02,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 2 JOURNBRG DE,23-YE-96120-02,1004,TRUE
1152,workmate,23-PT-96157-02,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP OUTER SEAL NDE : PRESSURE ALARM HIGH HIGH,23-PAHH-96157-02,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR THRUST BRG OUT,23-TE-96116-01,1004,TRUE
1152,workmate,45-FT-92606,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTGDISCCOOL COOLMED IN,45-FI-92606,1004,TRUE
1152,workmate,23-ZS-96142A,10/9/2015 11:56,12/13/2012 14:18,FALSE,SOFT TAG VRD - PH 1STSTG COMPR ENCL DOOR A,23-ZI-96142A,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR THRUST BRG IN,23-TE-96115-01,1004,TRUE
1116,workmate,23-TE-96181-03,1/26/2017 8:31,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP LO HEADER,23-TT-96181-03,1004,TRUE
1116,workmate,23-DB-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23-TE-96113-04,1004,TRUE
1116,workmate,23-TX-9103,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG LUBE OIL PURGE GAS,23-FO-96188,1004,TRUE
1152,workmate,45-TT-92506,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTGSUCTCLR COOLMED SPLY,45-TI-92506,1004,TRUE
1116,workmate,23-ESDV-92551A,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH 1STSTGDISCHCLR GAS OUT,23-EZSL-92551A,1004,TRUE
1116,workmate,23-ESDV-92551A,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGDISCHCLR GAS OUT,23-ESDP-92551A,1004,TRUE
1253,workmate,23-ESDV-92551B,11/10/2016 18:02,5/9/2012 17:16,FALSE,VRD - PH 1ST STG SUCT CLR GAS OUT EQUAL,23-EPV-92551B,1004,TRUE
1116,workmate,23-ESDV-92551B,8/29/2014 10:32,6/26/2009 15:36,FALSE,VRD - PH V-MAP PRESSURE INPUT 1STSTGDISCHCLR GAS OUT EQ,23-PT-92551B-11,1004,TRUE
1116,workmate,23-YSV-92445,12/9/2013 12:53,10/5/2009 17:21,FALSE,VRD - PH 1STSTGSUCTCOOL GAS IN,23-YVX-92445,1004,TRUE
1116,workmate,23-FV-92543,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMP ANTI-SURGE,23-ZT-92543,1004,TRUE
1116,workmate,23-XV-92748,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH OFFGAS TO 1STSTGSUCTCOOLER,23-XVP-92748,1004,TRUE
1120,workmate,23-1ST STAGE COMP LUBE OIL SYS-PH,10/8/2015 15:05,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPRESSOR LUBE OIL FILTER A,23-CB-9103A,1004,TRUE
1116,workmate,23-YSV-92545,8/14/2015 14:36,10/5/2009 17:21,FALSE,VRD - PH 1STSTGDISCHCOOLER B/D,23-YSDP-92545,1004,TRUE
1116,workmate,23-KA-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP JOURN BRG DE,23-YE-96105-02,1004,TRUE
1116,workmate,23-KA-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMPR JOURN BRG DE,23-TE-96101-03,1004,TRUE
1152,workmate,45-PDT-92606,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTGDISCCOOL CM,45-PDI-92606,1004,TRUE
1120,workmate,23-1ST STAGE COMP LUBE OIL SYS-PH,12/2/2015 14:03,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPRESSOR LUBE OIL COOLER B,23-HA-9107B,1004,TRUE
1116,workmate,23-KA-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMPR JOURN BRG DE,23-TE-96101-02,1004,TRUE
1152,workmate,23-TT-92502,10/9/2015 11:56,12/13/2012 14:15,FALSE,SOFT TAG VRD - PH 1STSTGSUCTCOOL GAS IN,23-TI-92502,1004,TRUE
1116,workmate,23-YSV-92545,12/9/2013 12:53,10/5/2009 17:21,FALSE,VRD - PH 1STSTGDISCHCOOLER B/D,23-YVX-92545,1004,TRUE
1120,workmate,23-1ST STAGE COMP ENCLOSURE-PH,1/20/2017 15:40,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPRESSOR ENCLOSURE VENT FAN MOTOR B,23-GK-9107B,1004,TRUE
1116,workmate,23-KA-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP THRUST BRG OUT,23-TE-96104-01,1004,TRUE
1116,workmate,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,1/17/2017 9:13,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP N2 BUFFER GAS,23-PCV-96160,1004,TRUE
1116,workmate,45-PSV-92514,6/26/2017 12:39,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTCOOL SHELL PSV IN,45-HV-92514-01,1004,TRUE
1120,workmate,23-1ST STAGE COMP LUBE OIL SYS-PH,1/12/2017 10:30,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPPRESSOR MAIN LUBE OIL PUMP,23-PC-9101,1004,TRUE
1116,workmate,23-KA-9101,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMPR JOURN BRG NDE,23-TE-96102-02,1004,TRUE
1116,workmate,23-YSV-92545,1/12/2017 9:57,6/26/2009 15:36,FALSE,VRD - PH 1STSTGDISCHCOOLER B/D,23-YZSH-92545,1004,TRUE
1122,workmate,23-KA-9101,6/18/2015 10:43,6/19/2014 13:11,FALSE,HIRSCHMAN RS2-TX SWITCH S5 VANGUARD NETWORK,23-QJ-91001,1004,TRUE
1120,workmate,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,10/8/2015 15:05,6/26/2009 15:36,FALSE,VRD - 1ST STAGE COMPRESSOR SEAL GAS PRESSURE BOOSTER,23-KB-9103,1004,TRUE
1116,workmate,23-LTX-92529,12/9/2013 12:53,5/9/2012 17:16,FALSE,VRD - PH 1STSTGSCRUB I-FACE HEALTH,23-XS-92529,1004,TRUE
1116,workmate,23-FT-92512,8/14/2015 14:36,12/13/2012 14:13,FALSE,VRD PH,23-FI-92512B,1004,TRUE
1116,workmate,23-YSV-92545,1/26/2017 8:31,6/26/2009 15:36,FALSE,VRD - PH 1STSTGDISCHCOOLER B/D,23-YXY-92545-03,1004,TRUE
1116,workmate,23-1ST STAGE COMP ENCLOSURE-PH,10/8/2015 10:03,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMPR ENCL DOOR C,23-ZS-96142C,1004,FALSE
1152,workmate,23-FV-92542,10/9/2015 11:56,12/13/2012 14:13,FALSE,SOFT TAG VRD - PH 1STSTGCOMP HOT GAS BP,23-FC-92542,1004,TRUE
1116,workmate,23-HA-9103,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTCOOL COOLMED IN,45-FT-92506,1004,TRUE
1116,workmate,23-YSV-92526,10/8/2015 8:48,10/5/2009 17:21,FALSE,VRD - PH 1STSTGSUCTSCRUB B/D,23-YSDP-92526,1004,TRUE
1116,workmate,23-HA-9103,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTCOOL GAS IN,23-PT-92512,1004,TRUE
1116,workmate,23-LV-92521A,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTSCRUBBER LEVEL,23-LY-92521A,1004,TRUE
1152,workmate,23-PT-92523,10/9/2015 11:56,4/23/2013 10:10,FALSE,SOFT TAG VRD - PH 1STSTGSUCTSCRUBBER,23-LAHH-92523,1004,TRUE
1157,workmate,23-XX-9106,12/11/2013 14:35,12/13/2012 13:02,FALSE,1ST STAGE COMP LUBE OIL SYS ON PH,23-1ST STAGE COMP LUBE OIL SYS-PH,1004,TRUE
1116,workmate,23-CX-9101,10/8/2015 8:48,4/5/2013 15:12,FALSE,VRD - PH 1ST STAGE COMP. PURGE UNIT,23-PI-96145,1004,TRUE
1116,workmate,23-PSV-92541,12/9/2013 12:53,5/9/2012 17:16,FALSE,VRD - PH 1STSTGCOMP DISCH PSV PILOT,23-HV-92541-05,1004,TRUE
1116,workmate,23-LI-92523,1/26/2017 8:31,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTSCRUBBER,23-LT-92523-02,1004,TRUE
1116,workmate,23-HA-9103,10/8/2015 8:48,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTCOOL SHELL PSV OUT,45-HV-92510-03,1004,FALSE
1116,workmate,23-ESDV-92521,10/8/2015 10:03,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTSCRUB LIQ OUT,23-EZSM-92521,1004,FALSE
1152,workmate,23-PT-92531,10/9/2015 11:56,12/13/2012 14:14,FALSE,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23-PI-92531,1004,TRUE
1116,workmate,23-LE-92529,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSCRUB I-FACE,23-LTX-92529,1004,TRUE
1116,workmate,23-LV-92521A,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTSCRUBBER LEVEL,23-LT-92521,1004,TRUE
1116,workmate,23-1ST STAGE COMPRESSOR-PH,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGDISCCOOL GAS IN,23-TT-92602,1004,TRUE
1253,workmate,23-VG-9101,5/5/2017 9:41,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCTSCRUB B/D,23-YSV-92526,1004,TRUE
1116,workmate,23-VG-9101,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH 1STSTGSUCT SCRUB GAS OUT,23-AE-92527-S2,1004,TRUE
1253,workmate,23-1ST STAGE COMPRESSOR-PH,11/10/2016 18:02,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMP DISCH,23-PSV-92541,1004,TRUE
1116,workmate,23-VG-9101,12/9/2013 12:53,10/25/2010 16:17,FALSE,VRD - PH 1STSTGSUCTSCRUBBER-SELECTOR,23-HS-92521,1004,TRUE
1152,workmate,23-YT-96118-02,10/6/2015 12:28,5/16/2013 11:50,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE : VIBRATION ALARM HIGH,23-YAH-96118-02,1004,TRUE
1152,workmate,23-YT-96133-02,10/6/2015 12:28,5/16/2013 11:50,FALSE,VRD - PH 1STSTG MOTOR JOURN BRG NDE : VIBRATION ALARM HIGH HIGH,23-YAHH-96133-02,1004,TRUE
1152,workmate,23-XT-96125,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTGGEARSHAFT2JOURNBRGNDE,23-XY-96125,1004,TRUE
1116,workmate,23-TT-96183,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG COMP OIL TANK HEATER,23-TE-96183,1004,TRUE
1152,workmate,23-TE-96137-01,10/9/2015 11:56,12/13/2012 14:16,FALSE,SOFT TAG VRD - PH 1STSTG MOTORCOOLINGAIRCOLD,23-TI-96137-01,1004,TRUE
1152,workmate,23-PDT-96155,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGCOMP SEAL BUFGAS FLTR : PRESSURE DIFFERENTIAL ALARM HIGH,23-PDAH-96155,1004,TRUE
1152,workmate,23-TE-96132-02,10/9/2015 11:56,12/13/2012 14:16,FALSE,SOFT TAG VRD - PH 1STSTG MOTOR JOURN BRG DE,23-TI-96132-02,1004,TRUE
1152,workmate,23-TE-96136-01,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTG MOTOR WINDINGS U : TEMPERATURE ALARM HIGH HIGH,23-TAHH-96136-01,1004,TRUE
1152,workmate,23-FT-96158,10/6/2015 12:28,5/16/2013 11:50,FALSE,VRD - PH 1STSTG COMP BUFFER GAS DE : FLOW ALARM LOW,23-FAL-96158,1004,TRUE
1152,workmate,23-TE-96114-03,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGGEAR 2 JOURNBRG DE : TEMPERATURE ALARM HIGH,23-TAH-96114-03,1004,TRUE
1116,workmate,48-TB-9159,1/17/2017 12:26,6/26/2009 15:36,FALSE,VRD - PH STG1 COMPENCL WTR MIST TK,48-PCV-96964,1004,TRUE
1152,workmate,23-PT-96156-02,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP OUTER SEAL DE : PRESSURE ALARM HIGH,23-PAH-96156-02,1004,TRUE
1152,workmate,23-TE-96111-03,10/9/2015 11:56,12/13/2012 14:16,FALSE,SOFT TAG VRD - PH 1STSTGGEAR 1 JOURNBRG DE,23-TI-96111-03,1004,TRUE
1116,workmate,23-YE-96117-02,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG DE,23-YT-96117-02,1004,TRUE
1116,workmate,48-SU-9105,11/24/2014 8:19,8/31/2009 19:25,FALSE,VRD - PH STG1 COMP WTR MIST N2 CYL 1,48-XV-96961,1004,TRUE
1152,workmate,23-TE-96112-03,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE : TEMPERATURE ALARM HIGH,23-TAH-96112-03,1004,TRUE
1116,workmate,23-CB-9133,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMPSEALGASBOOSTFLTR,23-PDT-96161,1004,TRUE
1152,workmate,23-TE-96111-03,10/6/2015 12:28,4/23/2013 10:10,FALSE,VRD - PH 1STSTGGEAR 1 JOURNBRG DE : TEMPERATURE ALARM HIGH,23-TAH-96111-03,1004,TRUE
1152,workmate,23-YE-96119-02,10/9/2015 11:56,12/13/2012 14:18,FALSE,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23-YI-96119-02,1004,TRUE
1116,workmate,23-ZE-96107-02,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMP SHAFT AXIAL POS,23-ZT-96107-02,1004,TRUE
1116,workmate,23-FIC-92543,12/9/2013 12:53,5/9/2012 17:17,FALSE,VRD - PH 1STSTG PSD TO CCC ASC STOP,23-FS-92543-07,1004,TRUE
1116,workmate,23-FIC-92543,12/9/2013 12:53,5/9/2012 17:16,FALSE,VRD - PH 1STSTG SAFETY ON RESET,23-FS-92543-09,1004,TRUE
1116,workmate,23-FIC-92543,12/9/2013 12:53,5/9/2012 17:16,FALSE,VRD - PH 1STSTG CCC S/D EXC SURGE,23-FS-92543-03,1004,TRUE
1116,workmate,23-HA-9107B,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG LUBE OIL COOLER,23-FG-96196,1004,TRUE
1152,workmate,23-FG-96104,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTG COMP THRUST BRG OUT,23-TAH-96104,1004,TRUE
1152,workmate,23-TT-96168,10/9/2015 11:56,5/16/2013 11:50,FALSE,SOFT TAG VRD - PH 1STSTG COMP INNER SEAL,23-TAL-96168,1004,FALSE
1152,workmate,23-ZT-92538,10/9/2015 11:56,4/23/2013 10:10,FALSE,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,23-ZT-92538-MB,1004,TRUE
1116,workmate,23-KA-9101-M01,7/11/2014 9:25,6/26/2009 15:36,FALSE,VRD - PH 1STSTG MOTOR JOURN BRG NDE,23-YE-96133-02,1004,TRUE
1152,workmate,23-PT-96186-01,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM HIGH,23-PAH-96186-01,1004,TRUE
1152,workmate,23-PT-96186-02,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM LOW LOW,23-PALL-96186-02,1004,TRUE
1116,workmate,23-FT-96151,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTG PRIM SEAL LEAK DE,23-FE-96151,1004,TRUE
1116,workmate,23-KA-9101-M01,12/9/2013 12:53,10/17/2012 12:20,FALSE,VRD - PH HV SWGR 1STSTG COMP MTR,23-KA-9101-M01-33,1004,TRUE
1152,workmate,23-TT-96168,10/6/2015 12:28,5/16/2013 11:50,FALSE,VRD - PH 1STSTG COMP INNER SEAL : TEMPERATURE ALARM HIGH,23-TAH-96168,1004,TRUE
1116,workmate,23-PSV-96173,6/26/2017 12:42,6/26/2009 15:36,FALSE,VRD - PH 1STSTGINNERLKGE PSV IN,23-HV-96173-02,1004,TRUE
1152,workmate,23-PT-96186-03,10/9/2015 11:56,12/13/2012 14:15,FALSE,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,23-PI-96186-03,1004,TRUE
1116,workmate,23-KA-9101-M01,8/14/2015 14:36,6/26/2009 15:36,FALSE,VRD - PH 1STSTG MOTOR JOURN BRG DE,23-TE-96132-01,1004,TRUE
1152,workmate,23-PT-96186-01,10/6/2015 13:14,10/6/2015 12:18,FALSE,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM LOW LOW,23-PALL-96186-01,1004,TRUE
1116,workmate,23-KA-9101-M01,12/9/2013 12:53,6/26/2009 15:36,FALSE,VRD - PH 1STSTGCOMPR MTR COOLMED OUT,45-FT-92139A,1004,TRUE
