"key","startTime","externalId","description","workOrder","toBeDone","endTime","itemInfo","itemName","title","criticality","method","isCompleted"
"FAO-087988-","1400137200000","FAO-087988-","null","FAO-087988","false","1400401210000","VRD - PH 1STSTGSUCTCLR GAS IN EQUAL","23-ESDV-92501B","null","SCE","","false"
"FAO-087996-","1390719600000","FAO-087996-","null","FAO-087996","false","1390788653000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-091009-30","1401606000000","FAO-091009-30","null","FAO-091009","true","1404086400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-091012-20","1401606000000","FAO-091012-20","null","FAO-091012","true","1404086400000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","Vedlikehold/Test","false"
"FAO-091113-30","1396335600000","FAO-091113-30","null","FAO-091113","true","1398816000000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","Vedlikehold/Test","false"
"FAO-091133-20","1401606000000","FAO-091133-20","null","FAO-091133","true","1404086400000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","Vedlikehold/Test","false"
"FAO-091192-10","1406876400000","FAO-091192-10","null","FAO-091192","true","1409356800000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-091194-30","1393657200000","FAO-091194-30","null","FAO-091194","true","1396137600000","VRD - PH 1STSTGSUCTCOOL CM IN","23-TV-92504","null","MEDIUM","Vedlikehold/Test","false"
"FAO-091207-10","1391238000000","FAO-091207-10","null","FAO-091207","true","1393718400000","PH 1STSTG COMP LO HEADER","23-TT-96181-03","null","HIGH","Vedlikehold/Test","false"
"FAO-093860-1","1404457200000","FAO-093860-1","null","FAO-093860","true","1404546641000","VRD - FLAME ARRESTOR (IN LINE TYPE)","PH-S-1400","null","SCE","Vedlikehold/Test","true"
"FAO-095481-01","1409554800000","FAO-095481-01","null","FAO-095481","true","1411032259000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","true"
"FAO-097854-02","1424329200000","FAO-097854-02","null","FAO-097854","false","1425081600000","ACTUATOR VALVE","23-NY-96144-J01","null","HIGH","Vedlikehold/Test","false"
"FAO-100299-1","1423551600000","FAO-100299-1","null","FAO-100299","true","1423560845000","PH 1STSTGDISCHCLR GAS OUT EQ","23-ESDP-92551B","null","HIGH","Vedlikehold/Test","true"
"FAO-102007-","1427871600000","FAO-102007-","null","FAO-102007","false","1427499734000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-102094-","1430031600000","FAO-102094-","null","FAO-102094","false","1429206810000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-102185-01","1427871600000","FAO-102185-01","null","FAO-102185","false","1430352000000","PH 1STSTG COMP INNER SEAL","23-PV-96153","null","MEDIUM","Vedlikehold/Test","false"
"FAO-103393-01","1438412400000","FAO-103393-01","null","FAO-103393","false","1440892800000","VRD - PH 1STSTGSUCTSCRUBBER LEVEL","23-LV-92521B","null","MEDIUM","Vedlikehold/Test","false"
"FAO-103400-01","1433142000000","FAO-103400-01","null","FAO-103400","true","1433514943000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-105184-","1437894000000","FAO-105184-","null","FAO-105184","false","1437736252000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-105919-","1466146800000","FAO-105919-","null","FAO-105919","false","1466240726000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-105919-1","1466146800000","FAO-105919-1","null","FAO-105919","true","1466240726000","PH 1STSTG MOTOR WINDINGS U","23-TE-96136-02","null","MEDIUM","Vedlikehold/Test","true"
"FAO-105921-04","1464850800000","FAO-105921-04","null","FAO-105921","true","1464940242000","VRD - PH STG1 COMPENCL WTR MIST TK","48-PCV-96964","null","HIGH","Vedlikehold/Test","true"
"FAO-108314-01","1448953200000","FAO-108314-01","null","FAO-108314","true","1449745177000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-110420-2","1453791600000","FAO-110420-2","null","FAO-110420","true","1453514931000","VRD - 1ST STAGE COMPRESSOR GAS SEAL FILTER A","23-CB-9104A","null","HIGH","Vedlikehold/Test","true"
"FAO-110426-","1453964400000","FAO-110426-","null","FAO-110426","false","1454140901000","VRD - PH 1STSTGDISCHCLR GAS OUT EQ","23-ESDV-92551B","null","SCE","","false"
"FAO-110426-1","1453964400000","FAO-110426-1","null","FAO-110426","true","1454140901000","V-MAP PRESS.INP 1.STG DISCHCLR GAS OU EQ","23-PT-92551B-11","null","HIGH","Vedlikehold/Test","true"
"FAO-112844-1","1469170800000","FAO-112844-1","null","FAO-112844","true","1466791451000","PH 1STSTGSUCT SCRUB GAS OUT","23-AE-92527-S2","null","MEDIUM","Vedlikehold/Test","true"
"FAO-113694-02","1460876400000","FAO-113694-02","null","FAO-113694","true","1461769255000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-115092-01","1464764400000","FAO-115092-01","null","FAO-115092","true","1465554519000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-115093-01","1467356400000","FAO-115093-01","null","FAO-115093","true","1468247654000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-115101-01","1464764400000","FAO-115101-01","null","FAO-115101","true","1467204572000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-115961-","1468220400000","FAO-115961-","null","FAO-115961","false","1468183322000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-117022-02","1468998000000","FAO-117022-02","null","FAO-117022","true","1470241000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-117752-01","1472713200000","FAO-117752-01","null","FAO-117752","true","1474025720000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-117756-02","1476946800000","FAO-117756-02","null","FAO-117756","true","1477578057000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-119475-03","1486623600000","FAO-119475-03","null","FAO-119475","true","1486713341000","VRD - 1ST STAGE COMP WATER MIST AIR CYLINDER 1","48-SU-9105","null","SCE","Vedlikehold/Test","true"
"FAO-119476-05","1505818800000","FAO-119476-05","null","FAO-119476","true","1506617405000","VRD - 1ST STAGE COMP WATER MIST AIR CYLINDER 1","48-SU-9105","null","SCE","Vedlikehold/Test","true"
"FAO-120799-02","1484895600000","FAO-120799-02","null","FAO-120799","true","1486661473000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-120850-","1484204400000","FAO-120850-","null","FAO-120850","false","1484726146000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-120850-06","1484204400000","FAO-120850-06","null","FAO-120850","true","1484726146000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE MANUAL VOL CONTR DAMPER","23-GE-9122","null","HIGH","Vedlikehold/Test","true"
"FAO-121008-","1486623600000","FAO-121008-","null","FAO-121008","false","1486736332000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","","false"
"FAO-121013-2","1485414000000","FAO-121013-2","null","FAO-121013","true","1485926393000","VRD - 1ST STAGE COMPRESSOR SEAL GAS BOOSTER FILTER","23-CB-9133","null","HIGH","Vedlikehold/Test","true"
"FAO-123782-01","1491030000000","FAO-123782-01","null","FAO-123782","true","1491837742000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-131146-01","1509519600000","FAO-131146-01","null","FAO-131146","true","1510221820000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-132618-","1529686800000","FAO-132618-","null","FAO-132618","false","1529878492000","VRD - 2ND STAGE COMPRESSOR SKID","23-XX-9114","null","HIGH","","false"
"FAO-132879-","1516518000000","FAO-132879-","null","FAO-132879","false","1516414442000","VRD - PH 1STSTGDISCCOOL CM PSV INLET","45-HV-92612-02","null","LOW","","false"
"FAO-132909-2","1519282800000","FAO-132909-2","null","FAO-132909","true","1519804280000","PH 1STSTGSUCTCLR GAS IN EQUAL","23-HS-92501B-05","null","HIGH","Vedlikehold/Test","true"
"FAO-135266-01","1522566000000","FAO-135266-01","null","FAO-135266","true","1525095579000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","true"
"FAO-135269-1","1527404400000","FAO-135269-1","null","FAO-135269","true","1529884800000","SOFT TAG VRD - PH 1STSTGCOMP ANTI-SURGE","23-FIC-92543","null","LOW","Vedlikehold/Test","false"
"FAO-135531-3","1522911600000","FAO-135531-3","null","FAO-135531","true","1524225790000","PH 1STSTGSUCTCOOL GAS IN","23-YVX-92445","null","HIGH","Vedlikehold/Test","true"
"FAO-135919-","1524898800000","FAO-135919-","null","FAO-135919","false","1525235635000","VRD - PH 1STSTGSUCTCOOL SHELL PSV OUT","45-HV-92515-03","null","LOW","","false"
"FAO-137431-02","1530428400000","FAO-137431-02","null","FAO-137431","true","1534750693000","VRD - PH 1STSTGSUCTCOOL GAS IN","23-YSV-92445","null","SCE","Vedlikehold/Test","true"
"FAO-140741-4","1538031600000","FAO-140741-4","null","FAO-140741","true","1538265600000","VRD - MANUAL VALVE - CBAD10R","45-V-90353","null","LOW","Vedlikehold/Test","false"
"FAO-140992-0101","1540450800000","FAO-140992-0101","null","FAO-140992","true","1540492762000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE INLET AIR FIRE DAMPER","23-GO-9114","null","SCE","Vedlikehold/Test","true"
"FAO-141088-","1559113200000","FAO-141088-","null","FAO-141088","false","1569628800000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-141183-","1559473200000","FAO-141183-","null","FAO-141183","false","1572739200000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","","false"
"FAO-143785-","1547103600000","FAO-143785-","null","FAO-143785","false","1547597046000","VRD - PH 1STSTGDISCCOOL CM PSV INLET","45-HV-92612-02","null","LOW","","false"
"FAO-144781-02","1546326000000","FAO-144781-02","null","FAO-144781","true","1545239555000","VRD - PH 1STSTGDISCHCOOLER B/D","23-YSV-92545","null","SCE","Vedlikehold/Test","true"
"FAO-144892-","1548486000000","FAO-144892-","null","FAO-144892","false","1548022730000","VRD - PH 1STSTGDISCHCLR GAS OUT EQ","23-ESDV-92551B","null","SCE","","false"
"FAO-146883-0203","1554793200000","FAO-146883-0203","null","FAO-146883","true","1555181183000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE COALESCER FILTER PANEL","23-EC-9102","null","MEDIUM","Vedlikehold/Test","true"
"FAO-146907-","1554620400000","FAO-146907-","null","FAO-146907","false","1555181223000","VRD - 2ND STAGE COMPRESSOR SKID","23-XX-9114","null","HIGH","","false"
"FAO-147643-01","1554361200000","FAO-147643-01","null","FAO-147643","true","1556643904000","VRD - PH 1STSTGDISCHCLR GAS OUT EQ","23-ESDV-92551B","null","SCE","Vedlikehold/Test","true"
"FAO-147647-1","1558940400000","FAO-147647-1","null","FAO-147647","true","1561420800000","SOFT TAG VRD - PH 1STSTG COMP SEAL GAS HTR","23-TIC-96147","null","LOW","Vedlikehold/Test","false"
"FAO-147754-","1556434800000","FAO-147754-","null","FAO-147754","false","1556947886000","VRD - PH 1STSTGSUCTCOOL SHELL PSV OUT","45-HV-92515-03","null","LOW","","false"
"FAO-147818-","1557817200000","FAO-147818-","null","FAO-147818","false","1557951981000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"FAO-147844-10","1559372400000","FAO-147844-10","null","FAO-147844","true","1561852800000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-147936-","1562914800000","FAO-147936-","null","FAO-147936","false","1564531200000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"FAO-148001-","1562482800000","FAO-148001-","null","FAO-148001","false","1562290417000","PH 1STSTGCOMP ANTI-SURGE","23-FPSV-92543","null","HIGH","","false"
"FAO-148112-060","1559113200000","FAO-148112-060","null","FAO-148112","true","1559501025000","PB FOR 1ST STG COMPR. OIL SEPERAT. W/FAN","23-VA-9110-A01","null","HIGH","Vedlikehold/Test","true"
"FAO-149224-01","1564642800000","FAO-149224-01","null","FAO-149224","true","1565101330000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-153038-01","1593586800000","FAO-153038-01","null","FAO-153038","true","1596067200000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"FAO-153042-01","1604214000000","FAO-153042-01","null","FAO-153042","true","1606694400000","VRD - 1ST STAGE COMPRESSOR GEAR UNIT","23-DB-9101","null","MEDIUM","Vedlikehold/Test","false"
"FAO-153044-02","1577862000000","FAO-153044-02","null","FAO-153044","true","1580342400000","VRD - PH 1STSTGSUCTSCRUB B/D","23-YSV-92526","null","SCE","Vedlikehold/Test","false"
"FAO-153051-01","1585724400000","FAO-153051-01","null","FAO-153051","true","1588204800000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"FAO-153052-01","1588316400000","FAO-153052-01","null","FAO-153052","true","1590796800000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"IAO-018562-","1345100400000","IAO-018562-","null","IAO-018562","false","1345070706000","VRD - PH 1STSTG COMP INNER LEAKAGE","23-PSV-96172","null","LOW","","false"
"IAO-031546-","1477465200000","IAO-031546-","null","IAO-031546","false","1476948848000","VRD - PH 1STSTGSUCTSCRUBBER","23-PSV-92527","null","SCE","","false"
"IAO-033394-3","1506841200000","IAO-033394-3","null","IAO-033394","true","1506623786000","PH 1STSTGSUCTCOOL GAS IN","23-YVX-92445","null","HIGH","Vedlikehold/Test","true"
"IAO-033714-","1519282800000","IAO-033714-","null","IAO-033714","false","1519634945000","VRD - PH 1STSTGCOMP DISCH","23-PSV-92541","null","SCE","","false"
"IAO-033715-3","1511420400000","IAO-033715-3","null","IAO-033715","true","1511859024000","PH 1STSTGDISCHCOOLER B/D","23-YVX-92545","null","HIGH","Vedlikehold/Test","true"
"IAO-034962-","1523516400000","IAO-034962-","null","IAO-034962","false","1523977269000","1ST STAGE SUCTION COOLER","23-HA-9103","null","SCE","","false"
"IAO-035922-","1559401200000","IAO-035922-","null","IAO-035922","false","1569628800000","1ST STAGE SUCTION COOLER","23-HA-9103","null","SCE","","false"
"IAO-035924-","1561964400000","IAO-035924-","null","IAO-035924","false","1569628800000","1ST STAGE DISCHARGE COOLER 1","23-HA-9114","null","SCE","","false"
"IAO-036167-","1540537200000","IAO-036167-","null","IAO-036167","false","1540832556000","VRD - PH 1STSTGSUCTSCRUBBER","23-PSV-92527","null","SCE","","false"
"IAO-036173-","1543474800000","IAO-036173-","null","IAO-036173","false","1543492347000","PH 1STSTGCOMP HOT GAS BP","23-FPSV-92542","null","HIGH","","false"
"KAO-103067-","1363849200000","KAO-103067-","null","KAO-103067","false","1364049230000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"KAO-103155-","1359615600000","KAO-103155-","null","KAO-103155","false","1359567711000","VRD - 1ST STAGE SUCTION/DISCHARGE COOLER SKID","23-XX-9105","null","HIGH","","false"
"KAO-103855-","1372662000000","KAO-103855-","null","KAO-103855","false","1371809489000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","","false"
"KAO-105511-1","1367478000000","KAO-105511-1","null","KAO-105511","true","1367689383000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","true"
"KAO-106551-","1366827639000","KAO-106551-","null","KAO-106551","false","1383386272000","PH 1STSTGDISCCOOL CM OUT","45-PT-92608","null","HIGH","","false"
"KAO-108850-","1372921200000","KAO-108850-","null","KAO-108850","false","1372940625000","PH 1STSTGSUCTCLR COOLMED SPLY","45-TT-92506","null","HIGH","","false"
"KAO-113180-","1382106869000","KAO-113180-","null","KAO-113180","true","1388500706000","VRD - PH 1STSTGDISCHCOOLER B/D","23-YSV-92545","null","SCE","","false"
"KAO-118172-","1393138800000","KAO-118172-","null","KAO-118172","false","1393232953000","VRD - PH 1STSTGCOMP HOT GAS BP","23-FV-92542","null","SCE","","false"
"KAO-122835-","1403837160000","KAO-122835-","null","KAO-122835","false","1404034183000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE INLET AIR FIRE DAMPER","23-GO-9114","null","SCE","","false"
"KAO-123109-","1404466175000","KAO-123109-","null","KAO-123109","false","1404665731000","VRD - PH 1STSTGCOMP HOT GAS BP","23-FV-92542","null","SCE","","false"
"KAO-125506-","1410308989000","KAO-125506-","null","KAO-125506","false","1411578111000","VRD - 1ST STAGE COMPRESSOR LUBE OIL FILTER A","23-CB-9103A","null","LOW","","false"
"KAO-126895-1","1431586800000","KAO-126895-1","null","KAO-126895","true","1431683143000","VRD - PH OFFGAS TO 1STSTGSUCTCOOLER","23-XV-92748","null","SCE","","true"
"KAO-129512-","1426748400000","KAO-129512-","null","KAO-129512","false","1427206080000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"KAO-130740-","1464764400000","KAO-130740-","null","KAO-130740","false","1464864933000","VRD - 1ST STAGE COMPRESSOR PURGE UNIT","23-CX-9101","null","MEDIUM","","false"
"KAO-130943-","1433401200000","KAO-130943-","null","KAO-130943","false","1433870142000","PH 1STSTGSUCTSCRUBBER LIQ OUT","23-FT-92521","null","HIGH","","false"
"KAO-133576-1","1441090800000","KAO-133576-1","null","KAO-133576","true","1432550375000","VRD - PH 1STSTG COMP LUBE OIL FLTR","23-TCV-96179","null","MEDIUM","","false"
"KAO-135576-","1546239600000","KAO-135576-","null","KAO-135576","false","1541525416000","1ST STG COMPRESSOR OIL SEPARATOR W/ FAN","23-VA-9110-M01","null","SCE","","false"
"KAO-137224-","1466665200000","KAO-137224-","null","KAO-137224","false","1467113665000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","","false"
"KAO-138571-","1446130840000","KAO-138571-","null","KAO-138571","false","1446887547000","VRD - 1ST STAGE COMPRESSOR GAS SEAL FILTER A","23-CB-9104A","null","HIGH","","false"
"KAO-140063-","1451545200000","KAO-140063-","null","KAO-140063","false","1451484899000","VRD - 1ST STAGE COMPRESSOR GAS SEAL FILTER A","23-CB-9104A","null","HIGH","","false"
"KAO-142203-","1457432845000","KAO-142203-","null","KAO-142203","false","1464720506000","GAS COMPRESSION AND RE-INJECTION ON PH","230900","null","","","false"
"KAO-142780-","1459325507000","KAO-142780-","null","KAO-142780","false","1469037677000","PH 1STSTGSCRUB I-FACE","23-LT-92529","null","HIGH","","false"
"KAO-143342-","1466665200000","KAO-143342-","null","KAO-143342","true","1466790938000","PH 1STSTGSCRUB I-FACE","23-LT-92529","null","HIGH","","true"
"KAO-144226-","1470294000000","KAO-144226-","null","KAO-144226","false","1470485857000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE NON RETURN DAMPER A","23-GE-9110A","null","HIGH","","false"
"KAO-145827-","1469718170000","KAO-145827-","null","KAO-145827","false","1469962252000","PH 1STSTG COMPR BAL PISTON LEAK","23-PDT-96167","null","HIGH","","false"
"KAO-146733-","1559890800000","KAO-146733-","null","KAO-146733","true","1567555200000","PH 1STSTG COMPR JOURN BRG DE","23-TE-96101-02","null","MEDIUM","","false"
"KAO-149443-","1480611693000","KAO-149443-","null","KAO-149443","false","1480668648000","PH 1STSTG COMP THRUST BRG OUT","23-TE-96104-01","null","MEDIUM","","false"
"KAO-152853-023","1559890800000","KAO-152853-023","null","KAO-152853","true","1567555200000","PH 1STSTGDISCHCOOLER B/D","23-YSDP-92545","null","HIGH","","false"
"KAO-154730-","1498283324000","KAO-154730-","null","KAO-154730","false","1499092267000","VRD - 1ST STAGE COMPRESSOR OIL SEPARATOR","23-VA-9110","null","LOW","","false"
"KAO-155492-","1501084002000","KAO-155492-","null","KAO-155492","false","1532044800000","PH 1ST STG DISCH GAS COOLERS","23-PDT-92602","null","HIGH","","false"
"KAO-156890-3","1505940183000","KAO-156890-3","null","KAO-156890","true","1574812800000","VRD - 1ST STAGE COMPRESSOR PURGE UNIT","23-CX-9101","null","MEDIUM","","false"
"KAO-157077-5","1534402800000","KAO-157077-5","null","KAO-157077","true","1542067200000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","true"
"KAO-170563-","1554274800000","KAO-170563-","null","KAO-170563","false","1553852090000","PH 1STSTGCOMPR MTR COOLMED OUT","45-FT-92139A","null","HIGH","","false"
"KAO-173244-","1571295600000","KAO-173244-","null","KAO-173244","false","1567296000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"KAO-176368-","1572373963000","KAO-176368-","null","KAO-176368","false","1603324800000","PH 1ST STG DISCH GAS COOLERS","23-PDT-92602","null","HIGH","","false"
"KAO-177530-020","1576336254000","KAO-177530-020","null","KAO-177530","true","1595980800000","VRD - 1ST STAGE COMPRESSOR SEAL GAS PRESSURE BOOSTER","23-KB-9103","null","HIGH","","false"
"MAO-009951-","1213103488000","MAO-009951-","null","MAO-009951","false","1240915462000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"MAO-010613-","1231767840000","MAO-010613-","null","MAO-010613","false","1436356173000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"MAO-012515-","1266130800000","MAO-012515-","null","MAO-012515","false","1284328234000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"FAO-070704-","1330585200000","FAO-070704-","null","FAO-070704","false","1330971694000","VRD - 1ST STAGE COMP WATER MIST SYSTEM","23-SU-9113","null","SCE","","false"
"FAO-073832-01","1341126000000","FAO-073832-01","null","FAO-073832","true","1341057953000","PH STG1 COMPENCL AIROUT DAMPER","48-XY-96966A","null","HIGH","","true"
"FAO-078431-10","1354345200000","FAO-078431-10","null","FAO-078431","true","1356606169000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","true"
"FAO-078440-30","1359615600000","FAO-078440-30","null","FAO-078440","true","1359504000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-078441-10","1359615600000","FAO-078441-10","null","FAO-078441","true","1359504000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-079071-10","1360825200000","FAO-079071-10","null","FAO-079071","true","1362182400000","VRD - PH 1STSTGSUCTSCRUBBER LEVEL","23-LV-92521A","null","MEDIUM","","false"
"FAO-079802-20","1363244400000","FAO-079802-20","null","FAO-079802","true","1364601600000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","Vedlikehold/Test","false"
"FAO-083375-10","1378018800000","FAO-083375-10","null","FAO-083375","true","1375142400000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","Vedlikehold/Test","false"
